EmployeeID,Days_Worked,Absences,Long_Days,Avg_Work_Hours
213,242,19,0,6.030856290174472
214,239,22,0,6.020102278010228
215,237,24,0,6.8990951711204875
216,241,20,241,10.781685108344858
217,231,30,231,8.983126503126503
218,242,19,7,7.383425160697889
219,232,29,0,6.823666187739463
220,244,17,0,6.789116575591986
221,227,34,7,7.409312285854136
222,246,15,246,10.82543586269196
223,233,28,0,6.877650214592275
224,231,30,231,8.906513949013949
225,239,22,0,6.683451882845189
226,239,22,91,7.924495583449559
227,234,27,0,6.310503323836657
228,239,22,77,7.887926545792655
229,243,18,243,8.882879515317788
230,242,19,0,7.089900137741047
231,235,26,12,7.4908156028368795
232,245,16,242,8.685538548752834
233,242,19,0,6.802448347107438
234,243,18,243,9.126422039323273
235,237,24,1,7.0165869667135485
236,228,33,0,6.7042970272904485
237,233,28,214,8.402038626609443
238,239,22,0,6.483074151557415
239,230,31,1,7.233100241545894
240,231,30,227,8.69020202020202
241,227,34,0,6.037342143906021
242,235,26,2,7.28216548463357
243,242,19,242,9.377237144168962
244,237,24,2,7.309830051570557
245,235,26,0,7.1137529550827425
246,239,22,8,7.438477452347745
247,228,33,20,7.57411306042885
248,244,17,244,9.963191029143898
249,238,23,0,6.214981325863679
250,234,27,0,6.810724121557455
251,237,24,0,6.655866150961088
252,242,19,15,7.5149104683195596
253,228,33,0,6.408397904483431
254,237,24,237,10.702960618846694
255,230,31,0,7.003219806763285
256,238,23,236,8.629089635854342
257,246,15,246,10.40263888888889
258,231,30,0,6.731132756132756
259,234,27,0,7.089940645773979
260,241,20,35,7.680787229137851
261,242,19,0,6.798771808999081
262,229,32,58,7.8054694323144105
263,230,31,1,7.0984033816425125
264,234,27,234,8.88621676163343
265,229,32,25,7.604899320718098
266,246,15,246,9.119233288166214
267,232,29,0,6.820739942528736
268,241,20,13,7.512698248040572
269,233,28,0,6.712491654744873
270,234,27,78,7.899165479582146
271,246,15,186,8.205001129177958
272,233,28,0,7.165214592274678
273,231,30,0,6.510595238095238
274,230,31,98,7.932475845410628
275,231,30,0,6.717376142376143
276,242,19,236,8.616050275482094
277,230,31,0,6.7559891304347826
278,227,34,40,7.710548213411649
279,237,24,0,6.608694327238632
280,237,24,4,7.345515705578996
281,233,28,0,6.168100858369098
282,227,34,3,7.386711943220754
283,229,32,145,8.098430373605046
284,238,23,0,6.020169234360411
285,229,32,229,9.813845220766618
286,241,20,0,6.108189257722453
287,229,32,199,8.305402717127608
288,233,28,12,7.521103958035289
289,243,18,0,6.406720393232739
290,239,22,239,10.00545560204556
291,236,25,1,7.097786016949153
292,243,18,0,6.407837219935986
293,231,30,66,7.803427128427129
294,241,20,0,6.295862148455509
295,233,28,0,7.136065808297568
296,234,27,234,8.798176638176638
297,244,17,8,7.500663706739527
298,229,32,1,7.083401261523533
299,227,34,0,6.276725403817915
300,231,30,1,7.098347763347763
301,227,34,54,7.805346304454234
302,237,24,237,10.902830520393811
303,238,23,0,6.1924824929971996
304,230,31,0,5.994694444444445
305,238,23,238,10.050054855275445
306,232,29,29,7.678097461685824
307,235,26,0,5.978927895981087
308,232,29,104,7.978443486590038
309,232,29,232,10.008350095785442
310,244,17,68,7.783258196721311
311,239,22,106,7.9786750348675035
312,232,29,5,7.403508141762452
313,242,19,0,7.212850091827365
314,232,29,0,7.081466714559387
315,240,21,0,6.293542824074074
316,230,31,0,6.192324879227053
317,239,22,0,6.202630172013017
318,244,17,243,8.909899817850638
319,238,23,0,6.80999299719888
320,243,18,243,9.45522633744856
321,242,19,242,10.810497015610652
322,231,30,0,6.92431697931698
323,244,17,58,7.79930669398907
324,228,33,0,7.168747563352827
325,243,18,0,6.453228166438043
326,229,32,99,7.936015283842795
327,242,19,64,7.822759412304867
328,237,24,111,7.975096108766995
329,241,20,0,6.815337713231904
330,237,24,0,6.073565400843882
331,236,25,0,6.410002354048964
332,248,13,248,10.695543234767024
333,241,20,0,6.985387275242046
334,242,19,107,7.986834251606979
335,238,23,238,9.466814892623717
336,228,33,50,7.715425194931774
337,233,28,43,7.72597758702909
338,232,29,231,8.896329022988505
339,237,24,53,7.781327941865917
340,232,29,232,10.4721719348659
341,230,31,0,6.202743961352657
342,228,33,0,6.620693226120857
343,231,30,109,7.9929966329966335
344,232,29,0,6.885680076628353
345,245,16,245,9.37787641723356
346,231,30,0,6.619438431938432
347,243,18,21,7.581864426154549
348,242,19,23,7.59510101010101
349,235,26,0,6.873507092198581
350,231,30,0,6.287247474747475
351,228,33,0,6.376486354775829
352,231,30,2,7.334411976911977
353,234,27,234,10.494040835707501
354,238,23,0,6.994789915966386
355,244,17,244,9.909392076502733
356,242,19,0,6.892396694214876
357,230,31,122,7.998314009661836
358,245,16,3,7.311344671201814
359,231,30,0,6.114925444925445
360,239,22,0,6.318081125058113
361,238,23,0,6.416490429505136
362,241,20,0,6.019625403411711
363,231,30,0,6.903253968253968
364,235,26,235,9.704113475177305
365,234,27,54,7.789356600189934
366,230,31,0,6.412108695652174
367,245,16,245,10.391128117913832
368,237,24,228,8.524001406469761
369,242,19,0,6.58656795224977
370,234,27,18,7.5865811965811965
371,241,20,0,6.104338404794836
372,227,34,0,6.291572442486539
373,232,29,0,6.482304837164751
374,241,20,241,10.983654910096819
375,230,31,119,8.008833333333333
376,242,19,16,7.591120293847567
377,243,18,243,10.409626200274348
378,229,32,229,8.79542212518195
379,231,30,231,10.000467772967772
380,229,32,80,7.885713245997089
381,237,24,62,7.795277777777778
382,241,20,12,7.469465191332411
383,230,31,18,7.561153381642512
384,235,26,0,6.814644208037826
385,236,25,0,6.987524717514124
386,239,22,239,9.614905857740586
387,240,21,240,10.09835300925926
388,242,19,242,9.394445592286502
389,233,28,0,6.3660610395803525
390,236,25,1,7.1049999999999995
391,235,26,7,7.408802600472813
392,244,17,0,6.669338570127504
393,234,27,23,7.585617283950618
394,244,17,244,10.68291325136612
395,237,24,204,8.309069385841537
396,228,33,0,6.612721734892788
397,245,16,0,6.88271201814059
398,235,26,235,9.416354609929078
399,247,14,247,10.025033738191633
400,237,24,0,6.452346460384435
401,239,22,239,9.774024872152488
402,227,34,0,6.417041116005874
403,244,17,244,10.500407559198543
404,241,20,0,6.578010603964961
405,234,27,0,7.105422602089269
406,245,16,83,7.8779353741496605
407,244,17,244,10.29772654826958
408,237,24,226,8.485591889357712
409,241,20,241,9.802309820193637
410,231,30,231,10.410460557960558
411,236,25,32,7.677303436911488
412,239,22,239,10.666269177126917
413,239,22,36,7.680679916317991
414,246,15,46,7.72257226738934
415,228,33,0,6.878238304093567
416,238,23,238,10.548225957049485
417,239,22,200,8.320311483031148
418,243,18,0,6.081554641060814
419,238,23,238,10.380476190476191
420,232,29,0,6.991830699233716
421,239,22,0,6.698963272896328
422,244,17,0,7.083433515482696
423,239,22,0,6.503389121338912
424,244,17,0,7.0820662568306005
425,242,19,0,7.082806473829201
426,233,28,232,8.902678826895565
427,226,35,0,6.066140609636184
428,241,20,30,7.643866989396035
429,233,28,233,10.713868621840724
430,238,23,0,7.096325863678805
431,241,20,241,10.61501613646842
432,242,19,0,6.0836524334251605
433,231,30,199,8.329586339586339
434,245,16,161,8.140834467120182
435,235,26,87,7.8935768321513
436,237,24,237,9.80588959212377
437,244,17,0,6.017259790528233
438,226,35,0,6.274626352015733
439,237,24,0,6.3090928270042195
440,229,32,19,7.619650655021834
441,237,24,0,6.370707923112986
442,238,23,0,6.990128384687208
443,230,31,6,7.4758405797101455
444,242,19,0,6.523184113865931
445,229,32,113,8.003096797671034
446,228,33,149,8.100102339181285
447,237,24,1,7.3186814345991555
448,230,31,0,6.510007246376812
449,237,24,237,9.47278715424285
450,235,26,235,10.091632387706856
451,242,19,0,6.805802341597796
452,238,23,165,8.187664565826331
453,232,29,98,7.934158285440613
454,236,25,236,10.280916902071564
455,244,17,9,7.515693306010929
456,241,20,0,7.010381512217612
457,230,31,4,7.38759541062802
458,241,20,241,8.981857999077915
459,231,30,85,7.905851370851371
460,233,28,1,7.078493085360038
461,242,19,240,8.703335629017447
462,242,19,110,7.972122359963269
463,235,26,235,10.50509574468085
464,243,18,243,9.480353223593964
465,244,17,33,7.704971539162114
466,242,19,0,6.886907713498623
467,244,17,0,6.593336748633879
468,232,29,232,9.320771072796935
469,242,19,0,6.301517447199266
470,235,26,0,6.313124113475178
471,230,31,0,6.600198067632849
472,240,21,240,9.58983449074074
473,233,28,233,10.11788268955651
474,241,20,203,8.31476602120793
475,228,33,24,7.605639619883041
476,230,31,94,7.928281400966183
477,228,33,4,7.332729044834308
478,243,18,125,7.9805807041609516
479,231,30,0,6.542558922558922
480,238,23,0,6.894249533146591
481,237,24,0,7.099682372245664
482,243,18,1,7.294853680841335
483,238,23,0,6.933727824463118
484,228,33,118,8.030177875243664
485,236,25,0,6.191245291902071
486,245,16,245,10.105665532879819
487,234,27,0,6.590548433048433
488,236,25,233,8.626039312617703
489,227,34,0,6.273640479686735
490,228,33,196,8.381559454191033
491,233,28,26,7.659834287076777
492,236,25,0,6.014918785310734
493,244,17,244,10.897943989071038
494,228,33,0,6.443813352826511
495,241,20,65,7.827982941447671
496,240,21,240,10.819737268518518
497,235,26,28,7.626725768321513
498,243,18,5,7.3994878829446735
499,238,23,2,7.197954014939309
500,243,18,0,7.064413580246914
501,241,20,159,8.10601775011526
502,244,17,0,6.67149931693989
503,242,19,59,7.780307621671258
504,234,27,0,6.0826198955365625
505,231,30,174,8.209500962000963
506,244,17,244,9.218184198542804
507,242,19,53,7.768436639118457
508,238,23,16,7.590477357609711
509,234,27,234,9.595219610636278
510,230,31,5,7.26327536231884
511,226,35,0,6.117728613569321
512,245,16,45,7.708791383219954
513,234,27,4,7.396068376068376
514,237,24,22,7.5718037974683545
515,233,28,0,6.912598950882213
516,232,29,0,6.608065134099617
517,227,34,0,6.108080029368575
518,241,20,102,7.925064545873675
519,243,18,243,9.111901005944215
520,229,32,0,6.6217576419213975
521,239,22,239,10.988871455137145
522,242,19,242,8.716918044077136
523,233,28,6,7.419935622317596
524,231,30,12,7.517420634920635
525,243,18,0,6.2512734339277545
526,237,24,81,7.878476324425692
527,230,31,3,7.293590579710145
528,238,23,99,7.923936741363212
529,243,18,124,8.007610882487427
530,231,30,0,6.733892496392497
531,243,18,0,6.612759487882944
532,241,20,0,6.190119870908253
533,233,28,0,6.412309251311397
534,234,27,234,9.812394349477682
535,229,32,61,7.795180737506065
536,246,15,0,6.665248419150858
537,234,27,0,6.688168328584995
538,245,16,245,10.582439909297053
539,240,21,240,10.899974537037036
540,233,28,60,7.810643776824035
541,234,27,234,10.211385327635327
542,244,17,0,6.781549408014572
543,235,26,0,6.296936170212766
544,246,15,246,10.463207994579946
545,243,18,139,8.041233424782808
546,229,32,0,7.120342066957788
547,228,33,0,6.210528752436647
548,232,29,0,6.015613026819923
549,242,19,120,7.982319788797062
550,247,14,247,10.697828385065227
551,230,31,0,6.323727053140097
552,237,24,0,6.89652719174871
553,238,23,0,6.399091970121382
554,232,29,5,7.389816810344827
555,244,17,0,7.119895264116576
556,233,28,0,7.1997842155460186
557,243,18,0,5.983684270690444
558,236,25,236,10.518713512241055
559,233,28,0,6.195073915116834
560,230,31,0,7.195747584541063
561,228,33,0,6.6062621832358674
562,228,33,7,7.4839790448343075
563,229,32,0,6.5963852498787
564,230,31,0,7.172206521739131
565,230,31,128,8.026111111111112
566,232,29,0,7.10237188697318
567,246,15,2,7.202196251129178
568,245,16,245,10.8985589569161
569,226,35,0,6.523463618485742
570,236,25,236,10.684742231638419
571,234,27,0,6.993391500474834
572,234,27,234,8.983830721747388
573,238,23,153,8.124268207282913
574,231,30,1,7.1295670995671
575,244,17,126,8.00203096539162
576,233,28,3,7.4150274201239865
577,230,31,0,7.086783816425121
578,242,19,0,6.802122359963269
579,239,22,0,6.792666201766621
580,234,27,0,6.714373219373219
581,231,30,116,8.01858706108706
582,231,30,39,7.694989177489178
583,227,34,1,7.065130934899657
584,228,33,79,7.90828216374269
585,238,23,238,10.291057422969187
586,243,18,12,7.521268861454047
587,241,20,37,7.689250806823421
588,241,20,241,10.515668510834487
589,237,24,0,6.89815166432255
590,243,18,14,7.492503429355281
591,240,21,121,7.986484953703704
592,242,19,13,7.510137741046832
593,228,33,0,6.5948269980506815
594,226,35,0,6.282283677482792
595,238,23,14,7.468521241830065
596,239,22,1,7.285244072524407
597,244,17,242,8.797695810564663
598,243,18,0,6.775005715592135
599,234,27,0,6.699550094966762
600,231,30,231,10.402478354978355
601,243,18,0,5.996221993598536
602,237,24,237,8.894559306141584
603,237,24,237,9.878622831692452
604,236,25,0,5.993167372881356
605,232,29,0,6.1708656609195405
606,237,24,61,7.820513361462728
607,240,21,2,7.181788194444445
608,234,27,9,7.494121557454891
609,226,35,0,6.791671583087512
610,239,22,0,7.228327522082752
611,226,35,0,7.196454031465094
612,237,24,4,7.289913267698078
613,236,25,219,8.498400423728814
614,227,34,0,6.56247552618698
615,226,35,0,6.017825712881023
616,229,32,0,6.583521348859777
617,242,19,0,6.008942837465565
618,237,24,23,7.590850914205345
619,238,23,0,6.2810387488328665
620,230,31,0,6.215752415458937
621,240,21,11,7.501866898148148
622,239,22,234,8.617627847512784
623,235,26,2,7.2657635933806155
624,234,27,216,8.392867996201328
625,238,23,123,8.036303688141924
626,234,27,0,6.055536562203229
627,230,31,3,7.291101449275362
628,244,17,116,8.01433970856102
629,238,23,238,9.183357843137255
630,245,16,245,9.52881179138322
631,244,17,244,9.807640027322403
632,233,28,233,9.17621483071054
633,239,22,0,6.31840539284054
634,234,27,0,6.005806030389364
635,236,25,213,8.388885357815443
636,230,31,3,7.376378019323671
637,244,17,32,7.671983151183971
638,240,21,237,8.591818287037036
639,236,25,1,7.271392419962335
640,240,21,3,7.370457175925925
641,238,23,0,6.5930100373482725
642,229,32,0,6.701772197962154
643,243,18,0,6.086726108824874
644,242,19,0,6.085262855831037
645,231,30,102,7.984060846560846
646,245,16,245,8.795437641723355
647,241,20,0,6.1804967727063165
648,238,23,0,6.917482492997199
649,238,23,0,5.984335901027078
650,233,28,0,7.0229673342870775
651,234,27,234,11.030960351377018
652,233,28,233,10.783780400572246
653,227,34,10,7.485170093000489
654,244,17,244,9.204768897996358
655,245,16,242,8.687972789115646
656,231,30,231,9.878690476190476
657,240,21,240,9.622883101851851
658,241,20,20,7.5946807284462885
659,238,23,0,6.90110177404295
660,240,21,240,8.918751157407407
661,246,15,246,10.986178861788618
662,234,27,0,6.592285137701804
663,240,21,0,6.795719907407407
664,230,31,230,10.374410628019323
665,235,26,64,7.808195035460993
666,235,26,9,7.497001182033097
667,246,15,246,10.482086720867208
668,234,27,234,9.421422127255461
669,231,30,0,6.4132996632996635
670,247,14,247,10.608310841205578
671,237,24,0,5.981031411157994
672,232,29,232,9.709561781609196
673,229,32,0,6.9883248423095585
674,244,17,244,9.513817167577413
675,234,27,220,8.406775878442545
676,233,28,0,6.7996697663328565
677,232,29,116,7.983291427203065
678,227,34,0,6.805245961820852
679,241,20,0,6.02348317196865
680,244,17,220,8.390134335154826
681,228,33,0,6.035505604288499
682,238,23,0,6.4912324929972
683,242,19,47,7.722481634527089
684,237,24,0,6.226381856540084
685,240,21,0,6.7228310185185185
686,236,25,35,7.708216807909604
687,237,24,118,8.013723628691983
688,233,28,233,10.404741297091082
689,239,22,239,9.801315667131567
690,238,23,238,9.974500466853408
691,244,17,244,10.40651183970856
692,244,17,0,6.005927823315118
693,230,31,230,10.098737922705315
694,232,29,60,7.8250969827586205
695,235,26,235,9.078821513002364
696,229,32,0,5.984569383794274
697,239,22,239,9.682367503486752
698,228,33,0,6.600917397660819
699,232,29,114,8.004705459770115
700,240,21,2,7.306210648148149
701,239,22,4,7.377629009762901
702,244,17,0,5.978105646630237
703,235,26,29,7.670687943262411
704,234,27,234,9.504919278252613
705,238,23,238,9.523341503267975
706,237,24,0,6.590448898265354
707,229,32,1,7.251989325570111
708,227,34,0,6.313608663729809
709,229,32,220,8.50975982532751
710,228,33,0,6.106740984405459
711,234,27,0,6.106379392212726
712,242,19,31,7.624390495867768
713,239,22,0,7.117143189214319
714,227,34,6,7.469346549192364
715,244,17,87,7.890327868852459
716,229,32,1,7.175936438622028
717,237,24,2,7.3589580403188
718,243,18,240,8.709841106538638
719,235,26,235,10.396509456264775
720,234,27,0,6.400724121557455
721,236,25,0,6.503203860640301
722,234,27,0,7.227850189933523
723,238,23,32,7.686837068160598
724,241,20,241,9.13640848317197
725,226,35,0,6.3929461651917405
726,233,28,83,7.911889604196471
727,234,27,0,6.7222815764482435
728,239,22,239,10.895542770804276
729,247,14,247,10.252200854700854
730,229,32,0,7.1118498301795245
731,238,23,238,10.68077731092437
732,238,23,238,10.397079831932773
733,240,21,55,7.779559027777778
734,232,29,232,10.406151819923371
735,239,22,0,6.613607624360762
736,241,20,1,7.2260580912863075
737,237,24,237,9.105581340834505
738,238,23,238,9.720646591970121
739,231,30,231,10.324486531986532
740,241,20,241,9.997716689718764
741,225,36,0,6.296890123456791
742,237,24,0,6.075256680731364
743,235,26,0,6.478247044917258
744,230,31,16,7.522206521739131
745,230,31,30,7.686039855072464
746,228,33,104,7.972668128654971
747,229,32,0,6.805875788452207
748,241,20,0,6.217927616413093
749,238,23,0,7.083067226890757
750,229,32,224,8.584576661814653
751,230,31,0,6.19813768115942
752,246,15,246,10.612399503161699
753,233,28,5,7.483309489747258
754,234,27,234,9.401894586894588
755,240,21,2,7.30347337962963
756,245,16,11,7.538799319727891
757,236,25,2,7.2914336158192095
758,228,33,19,7.603156676413255
759,234,27,123,8.038707264957264
760,243,18,0,7.189699359853681
761,238,23,0,6.329309056956116
762,245,16,1,7.316132653061225
763,237,24,52,7.789321378340365
764,237,24,0,7.221421706516643
765,233,28,24,7.603537195994278
766,232,29,0,6.623406369731801
767,241,20,0,6.299673812816966
768,236,25,236,9.67537900188324
769,237,24,9,7.485165260196905
770,227,34,0,6.1018795888399415
771,243,18,243,10.499181527206218
772,230,31,0,6.390747584541063
773,241,20,0,6.676340479483633
774,238,23,0,6.667140522875817
775,243,18,243,9.4125971650663
776,229,32,0,6.8077704997574
777,235,26,235,10.50107328605201
778,226,35,0,6.649557522123893
779,243,18,243,10.30844421582076
780,234,27,234,10.611550332383665
781,235,26,0,7.119044917257683
782,234,27,8,7.405662393162393
783,242,19,138,8.033875114784205
784,233,28,0,6.488941344778255
785,230,31,0,6.603619565217391
786,234,27,0,6.909737654320987
787,241,20,0,6.783873905025358
788,240,21,0,6.513810185185185
789,244,17,0,6.923727231329691
790,238,23,5,7.28843487394958
791,236,25,0,6.880241290018832
792,239,22,0,6.058786610878661
793,227,34,0,7.300039158100832
794,234,27,16,7.579750712250712
795,230,31,0,6.094781400966184
796,230,31,19,7.580286231884059
797,236,25,0,6.893671139359698
798,229,32,0,6.305397865114022
799,244,17,0,6.538028233151183
800,243,18,60,7.796020804755372
801,242,19,234,8.512823691460056
802,227,34,0,6.602291972589329
803,233,28,226,8.521810920362423
804,239,22,4,7.350506741050674
805,243,18,243,10.292641746684955
806,243,18,0,7.0301909007773205
807,242,19,0,6.101496786042241
808,235,26,235,10.69115721040189
809,244,17,89,7.898539389799636
810,240,21,240,10.849712962962963
811,244,17,24,7.588862704918032
812,240,21,0,6.122644675925926
813,227,34,0,6.962416789035732
814,233,28,0,6.400011921793038
815,244,17,0,7.121506147540984
816,230,31,0,5.973506038647343
817,231,30,219,8.459304954304955
818,239,22,9,7.424210832171083
819,228,33,0,7.000416666666667
820,241,20,0,6.523200783771323
821,229,32,78,7.881761280931587
822,228,33,0,7.125110867446394
823,241,20,0,7.023544260027663
824,229,32,0,6.203768801552644
825,234,27,40,7.709598765432099
826,230,31,22,7.620850241545894
827,234,27,234,10.289966761633428
828,230,31,0,6.3646038647343
829,236,25,236,9.983714689265538
830,232,29,232,10.494251676245211
831,240,21,0,6.595753472222222
832,231,30,123,8.006495911495911
833,238,23,0,6.202246732026144
834,233,28,0,7.208550309966619
835,239,22,0,6.04475360297536
836,244,17,142,8.067896174863387
837,243,18,0,6.323114997713763
838,242,19,242,10.617287649219467
839,244,17,226,8.432153916211293
840,242,19,0,6.096182277318641
841,242,19,221,8.382793847566575
842,237,24,0,6.594626113455227
843,232,29,55,7.77234075670498
844,241,20,3,7.27428999538958
845,244,17,244,9.089532103825137
846,237,24,80,7.859650726676043
847,241,20,52,7.7590975103734445
848,234,27,0,7.108776115859449
849,229,32,4,7.376322173702086
850,239,22,0,6.928822640632264
851,244,17,0,6.80815801457195
852,233,28,0,6.500898903195041
853,232,29,232,9.684859913793103
854,244,17,0,6.5080817395264114
855,243,18,22,7.6001531778692275
856,234,27,4,7.381282051282051
857,232,29,2,7.112005507662835
858,239,22,4,7.422164109716411
859,234,27,0,6.372202041785375
860,228,33,0,6.133991228070175
861,239,22,4,7.30157019990702
862,236,25,1,7.00611581920904
863,232,29,2,7.2450107758620685
864,231,30,3,7.427548100048099
865,237,24,160,8.108851383028599
866,228,33,228,9.299442007797271
